ID,lemma,domain,pos,tagcount,source,status,comment,variant,project,owner,error_comment,verb_aspect
108192,"harfa eolska",3,2,0,1,0,"mitologiczna harfa boga wiatru <##s> <##nDD>",1,4,Marta.Dobrowolska,NULL,0
108193,"harfa Eola",3,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>",1,4,Marta.Dobrowolska,NULL,0
108271,"klub parlamentarny",11,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,4,Agnieszka.Dziob,NULL,0
108272,"system kastowy",26,2,0,1,0,"##K: specj. ##D: system społeczny, który dzieli społeczeństwo na grupy społeczne, do których przynależność jest dziedziczna. [##P: System kastowy jest trudny do zrozumienia dla Europejczyków.] <##nDD> ",1,4,Marta.Dobrowolska,NULL,0
108273,"klub senacki",11,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,4,Agnieszka.Dziob,NULL,0
108310,"pozwolić sobie",39,1,0,1,0,"brak danych <##nDD> <##VLC: AK>",2,4,Marek.Maziarz,NULL,1
108329,"pojęcie religijne",6,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,4,Marta.Dobrowolska,NULL,0
108414,"przyrząd meteorologiczny",3,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD> ",1,4,Marta.Dobrowolska,NULL,0
108420,"żeńskie zgromadzenie zakonne",11,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,4,Marta.Dobrowolska,NULL,0
108437,"ryba kopalna",21,2,0,1,0,"##K: og. ##D: ryba wymarła - ryba, która wymarła i współcześnie nie istnieje; pozostała zachowana w głębi ziemi w postaci skamieniałości. <##nDD>",1,4,Marta.Dobrowolska,NULL,0
108445,"nieproszony gość",15,2,0,1,0,"eufem. <##nDD>",1,4,Agnieszka.Dziob,NULL,0
108505,"komórka bakteryjna",14,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD> ",1,4,Marta.Dobrowolska,NULL,0
108563,"metoda statystyczna",6,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##s> <##nDD> ",1,4,Marta.Dobrowolska,NULL,0
108697,"grupa wyznaniowa",11,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,4,Marta.Dobrowolska,NULL,0
108734,"martwa materia organiczna",14,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,4,Aleksandra.Pawlikowska,NULL,0
108801,"funkcjonalna grupa troficzna",11,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,4,Aleksandra.Pawlikowska,NULL,0
109360,"wykonanie kary",8,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,4,Justyna.Ławniczak,NULL,0
109397,"była żona",15,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } ##A1: {złość, wstręt; nieszczęście} - s [Nie potrafię porozumieć się z byłą żoną.] <##nDD> ##A2: 0 ##A3: 0",1,4,Justyna.Ławniczak,NULL,0
109399,"były mąż",15,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } ##A1: {złość, wstręt; krzywda, nieszczęście} - s [Były mąż zaczął ją denerwować.] <##nDD> ##A2: 0 ##A3: 0",1,4,Justyna.Ławniczak,NULL,0
109423,"odczytywanie kodu",2,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,4,Marta.Dobrowolska,NULL,0
109449,"woda gruntowa",24,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,4,Aleksandra.Pawlikowska,NULL,0
109462,"wskaźnik ekonomiczny",20,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>",1,4,Aleksandra.Pawlikowska,NULL,0
109503,"hormon peptydowy",24,2,0,1,0,"##K: specj. ##D: hormon o budowie peptydowej. [##W: Bradykinina to peptydowy hormon tkankowy.] {##L: } <##nDD>",1,4,Aleksandra.Pawlikowska,NULL,0
109526,"agregator treści",3,2,0,1,0,"##K: środ. ##D: agregator treści internetowych: portal, strona, miejsce w sieci, które zbiera informacje (np. w postaci linków) z innych źródeł; jest tematyczny: informacyjny, zakupowy, agregator blogów itp. [##P: ] {##L: } <##nDD>",1,4,Marta.Dobrowolska,NULL,0
109573,"analiza składniowa",6,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>",1,4,Marta.Dobrowolska,NULL,0
109623,"układ elektryczny",3,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD> ",1,4,Marta.Dobrowolska,NULL,0
109635,"demokracja pośrednia",26,2,0,1,0,"##K: specj. {##L: http://pl.wikipedia.org/wiki/Demokracja_po%C5%9Brednia} <##nDD>",1,4,Justyna.Ławniczak,NULL,0
109681,"program antywirusowy",3,2,0,1,0,"##K: og. ##D: program komputerowy, którego celem jest wykrywanie, zwalczanie i usuwanie wirusów komputerowych. [##W: Programy antywirusowe mają możliwość aktualizacji definicji nowo odkrytych wirusów, często na bieżąco, przez pobranie ich z Internetu.] {##L: https://pl.wikipedia.org/wiki/Program_antywirusowy} <##s> <##nDD>",1,4,Marta.Dobrowolska,NULL,0
109699,"porównywarka cenowa",3,2,0,1,0,"specjalny serwis www, który pozwala na porównanie cen tych samych produktów <##nDD>",1,4,Marta.Dobrowolska,NULL,0
109713,"wyszukiwarka internetowa",6,2,0,1,0,"##K: og. ##D: program, strona lub podstrona internetowa realizująca odnajdywanie w Internecie (lub w obrębie strony) informacji według podanych przez użytkownika słów kluczowych lub wyrażeń sformułowanych w języku naturalnym. [##P: ] {##L: https://pl.wikipedia.org/wiki/Wyszukiwarka_internetowa} <##nDD> ",1,4,Marta.Dobrowolska,NULL,0
109754,"lalka Barbie",3,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,4,Justyna.Ławniczak,NULL,0
109852,"plan miasta",3,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,4,Justyna.Ławniczak,NULL,0
109916,"dinozaury ptasiomiedniczne",46,2,0,1,0,"##K: specj. ##D: . [##P: ] {##L: http://pl.wikipedia.org/wiki/Dinozaury_ptasiomiedniczne} <##nDD>",1,4,Aleksandra.Pawlikowska,NULL,0
110000,"kojarzenie krewniacze",19,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,4,Agnieszka.Dziob,NULL,0
110010,"schemat ideowy",3,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>",1,4,Justyna.Ławniczak,NULL,0
110045,"szkoła handlowa",26,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,4,Marta.Dobrowolska,NULL,0
110056,"klub jazzowy",12,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,4,Marta.Dobrowolska,NULL,0
110069,"leukotomia przedczołowa",6,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,4,Marta.Dobrowolska,NULL,0
110112,"walka na śmierć i życie",8,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>
##A1: 0 ##A2: 0",1,4,Agnieszka.Dziob,NULL,0
110139,"grać w nogę",31,1,0,1,0,"brak danych <##nDD>",1,4,Marek.Maziarz,,2
110160,"teatr muzyczny",6,2,0,1,3,"##K: og. ##D: przedstawienie, podczas którego oprócz tekstu mówionego wykorzystuje się śpiew i muzykę. [##P: W sobotę poszliśmy zobaczyć teatr muzyczny, ale okazał się śmiertelnie poważny i nie byliśmy zadowoleni.] <##nDD> ##A1: 0 ##A2: 0 ",4,4,Justyna.Ławniczak,,0
110162,"teatr muzyczny",6,2,0,1,3,"##K: specj. ##D: gatunek teatralny, wykorzystujący w spektaklach śpiew i muzykę. [##P: Teatr muzyczny doskonale rozwijał się w Europie  na przełomie XVIII i XIX w.] <##nDD> ",3,4,Justyna.Ławniczak,,0
110184,"moralny nihilizm",6,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>",1,4,Agnieszka.Dziob,NULL,0
110197,"regenerator sygnału",3,2,0,1,0,"##K: specj. ##D: urządzenie stosowane w telekomunikacji do regeneracji sygnału. {##L: http://pl.wikipedia.org/wiki/Wt%C3%B3rnik} <##nDD>",1,4,Marta.Dobrowolska,NULL,0
110248,"lek generyczny",3,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,4,Agnieszka.Dziob,NULL,0
110274,"mówić głodne kawałki",30,1,0,1,0,"mówić bzdury <##nDD> <##VLC: CZ>",1,4,Bożena.Hojka,NULL,2
110276,"opowiadać głodne kawałki",30,1,0,1,0,"brak danych <##nDD> <##VLC: CZ>",1,4,Bożena.Hojka,NULL,2
110362,"samoster wiatrowy",3,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,4,Agnieszka.Dziob,NULL,0
110417,"droga czteropasmowa",12,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,4,Aleksandra.Pawlikowska,NULL,0
110464,"nagroda rzeczowa",3,2,0,1,3,"##K: og. ##D: przedmiot, rzecz, którą dostaje się za pewne osiągnięcie. [##P: Dla miejsc od 1 do 3 przewidziano nagrody pieniężne, a dla miejsc od 4 do 10 nagrody rzeczowe.] {##L: } <##nDD>",1,4,Marta.Dobrowolska,,0
110679,"życie monastyczne",26,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,4,Marta.Dobrowolska,NULL,0
110767,"nowa twarz",15,2,0,1,0,"##K: og. ##D: o człowieku, który pojawił się po raz pierwszy w jakimś miejscu. [##P: Widzę tu wiele nowych twarzy.] <##s> <##nDD> ##A1: 0 ##A2: 0",1,4,Marta.Dobrowolska,NULL,0
110832,"męskie zgromadzenie zakonne",11,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,4,Justyna.Ławniczak,NULL,0
110945,"hormon roślinny",24,2,0,1,0,"##K: specj. ##D: fitohormon, bioregulator roślinny - związek organiczny należący do regulatorów wzrostu i rozwoju roślin. [##W: Białka zawierające Cu mogą wiązać i wykrywać etylen, stanowiący hormon roślinny odpowiedzialny m.in. za odpadanie liści oraz dojrzewanie owoców.] {##L: } <##nDD> ",1,4,Marta.Dobrowolska,NULL,0
110946,"bioregulator roślinny",24,2,0,1,0,"##K: specj. ##D: fitohormon, hormon roślinny - związek organiczny należący do regulatorów wzrostu i rozwoju roślin. [##P: ] {##L: } <##nDD> ",1,4,Marta.Dobrowolska,NULL,0
111021,"mapa fotograficzna",3,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,4,Agnieszka.Dziob,NULL,0
111040,"zwierciadło płaskie",3,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,4,Marta.Dobrowolska,NULL,0
111043,"czek na okaziciela",3,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,4,Marta.Dobrowolska,NULL,0
111050,"wskaźnik skolaryzacji",20,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>",1,4,Agnieszka.Dziob,NULL,0
111051,"współczynnik skolaryzacji",20,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>",1,4,Agnieszka.Dziob,NULL,0
111084,"kraina mlekiem i miodem płynąca",12,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,4,Agnieszka.Dziob,NULL,0
111153,"seks grupowy",8,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>
",1,4,Marta.Dobrowolska,NULL,0
111185,"klimat lokalny",16,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,4,Agnieszka.Dziob,NULL,0
111221,"rzeczniczka prasowa",15,2,0,1,0,"##K: og. ##D: kobieta odpowiedzialna za kontakty danej instytucji bądź organizacji z mediami. <##DD> <##nDD>",1,4,Marta.Dobrowolska,NULL,0
111245,"elektronika energetyczna",6,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,4,Marta.Dobrowolska,NULL,0
111256,"związek metaloorganiczny",24,2,0,1,0,"##K: specj. ##D: organiczny związek chemiczny, w którym występuje co najmniej jedno bezpośrednie wiązanie między atomami węgla i metalu. [##W: Jedyny związek metaloorganiczny występujący w organizmie człowieka to pochodna witaminy B12, metylokobalamina (MeCbl) zawierająca wiązanie Co-CH3.] <##nDD> ",1,4,Marta.Dobrowolska,NULL,0
111286,"amalgamat stomatologiczny",24,2,0,1,0,"##K: specj. {##L: http://pl.wikipedia.org/wiki/Amalgamat_stomatologiczny} <##s> <##nDD>",1,4,Paulina.Łazarewicz,NULL,0
111287,"cement stomatologiczny",24,2,0,1,0,"##K: specj. ##D: materiał stosowany w stomatologii jako podkład do wypełnień lub wypełnienie czasowe. [##P: Cement stomatologiczny używany jest w postaci proszku i płynu, które należy zmieszać i zarobić, aby otrzymać ostateczną postać.] {##L: http://pl.wikipedia.org/wiki/Cement_stomatologiczny} <##s> <##nDD> ",1,4,Paulina.Łazarewicz,NULL,0
111288,"cement cynkowo-fosforanowy",24,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,4,Paulina.Łazarewicz,NULL,0
111289,"cement cynkowo-polikarboksylowy",24,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,4,Paulina.Łazarewicz,NULL,0
111330,"nurkowanie bezdechowe",2,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD> ##A1: 0",1,4,Paulina.Łazarewicz,NULL,0
111335,"nurkowanie wrakowe",2,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD> ##A1: 0",1,4,Paulina.Łazarewicz,NULL,0
111613,"bycie zmuszonym",23,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD> ",1,2,Ger.Ger,NULL,0
111742,"bycie własnością",23,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD> ",1,1,Ger.Ger,NULL,0
112097,"życzenie sobie",23,2,0,1,0,"##K: og. ##D: chcenie, pragnienie czegoś, posiadanie ochoty. <##nDD> ",1,1,Ger.Ger,NULL,0
112112,"bycie świadomym",23,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD> ",1,2,Ger.Ger,NULL,0
118618,"cedowanie weksla",2,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,4,Ger.Ger,NULL,0
119439,"złożenie podpisu",8,2,0,1,0,"##K: og. ##D: podpisanie się, opatrzenie czegoś podpisem. [##P: W przypadku dokumentacji dla banku złożenie podpisu będzie niezbędne.] <##nDD> ",1,2,Ger.Ger,NULL,0
120975,"dawanie dotacji",2,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,1,Ger.Ger,NULL,0
122594,"granie w karty",2,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>",1,3,Ger.Ger,NULL,0
124228,"złożenie podziękowania",8,2,0,1,0,"##K: og. ##D: wyrażenie podziękowanie za coś. [##P: Po uroczystości będzie miało miejsce złożenie podziękowania.] <##nDD> ",1,1,Ger.Ger,NULL,0
127427,"zrobienie makijażu",8,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,1,Ger.Ger,NULL,0
143502,"zadać cios",31,1,0,1,0,"brak danych <##nDD> <##VLC: WY>",1,2,Paulina.Łazarewicz,NULL,1
127926,"złożenie gratulacji",8,2,0,1,0,"##K: og. ##D: powinszowanie, pogratulowanie. [##P: Etykieta obejmowała też złożenie gratulacji nowej parze prezydenckiej.] <##nDD> ",1,2,Ger.Ger,NULL,0
130336,"zrobienie ruchu",8,2,0,1,0,"##K: og. ##D: ruszenie się, ruszenie pionem np. podczas gry. [##P: Pod koniec partii szachów zrobienie ruchu było już niemożliwe.] <##nDD> ",1,3,Ger.Ger,NULL,0
132796,"branie ślubu",2,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD> ",1,1,Ger.Ger,NULL,0
143774,"zadać sobie pytanie",29,1,0,1,0,"brak danych <##nDD> <##VLC: AK>",1,2,Agnieszka.Dziob,NULL,1
143702,"struktura anatomiczna",1,2,0,1,0,"termin z dziedziny anatomii; <##nDD> SUMO#AnatomicalStructure",1,1,Marek.Maziarz,NULL,0
143775,"zadawać sobie pytanie",29,1,0,1,0,"brak danych <##nDD> <##VLC: CZ>",1,2,Agnieszka.Dziob,NULL,2
136031,"zrodzenie owoców",8,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,1,Ger.Ger,NULL,0
136262,"zrobienie kupy",8,2,0,1,0,"##K: og. ##D: wypróżnienie się. [##P: Małym dzieciom zrobienie kupy często sprawia wiele trudności.] <##nDD> ",1,2,Ger.Ger,NULL,0
136273,"zrobienie siku",8,2,0,1,0,"##K: og. ##D: oddanie moczu. [##P: Zrobienie siku było w tych warunkach niemożliwe.] <##nDD> ",1,3,Ger.Ger,NULL,0
137581,"schlanie się jak bydlę",8,2,0,1,0,"posp. <##nDD>",1,2,Ger.Ger,NULL,0
137584,"spicie się jak bydlę",8,2,0,1,0,"posp. <##nDD>",1,2,Ger.Ger,NULL,0
137617,"dobre wyjście",8,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",2,2,Ger.Ger,NULL,0
138505,"złożenie pokłonu",8,2,0,1,0,"##K: og. ##D: pokłonienie się, dygnięcie. [##P: Na miejscu byłoby złożenie pokłonu podczas spotkania z papieżem.] <##nDD> ",1,2,Ger.Ger,NULL,0
138734,"zatkanie dziury",8,2,0,1,0,"##K: pot. ##D: wykorzystanie kogoś do prac, których nikt inny nie chce podjąć. <##nDD>",1,2,Ger.Ger,NULL,0
138735,"zapchanie dziury",8,2,0,1,0,"##K: pot. ##D: wykorzystanie kogoś do prac, których nikt inny nie chce podjąć. <##nDD>",1,2,Ger.Ger,NULL,0
143079,"tragedia grecka",7,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,2,Justyna.Ławniczak,NULL,0
143109,"potrzeba fizjologiczna",16,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,2,Justyna.Ławniczak,NULL,0
367382,"odkurzacz wielofunkcyjny",3,2,0,1,0,"odkurzacz, którym możemy prać dywany, zbierać płyny i normalnie odkurzać <##s> <##nDD>",1,2,Marek.Maziarz,NULL,0
143418,"kula śniegowa",3,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>",1,1,Marek.Maziarz,NULL,0
143573,"kaplica przedpogrzebowa",12,2,0,1,0,"##K: og. ##D: kaplica na cmentarzu, w której odbywa się nabożeństwo przed pochówkiem. <##nDD>",1,2,Justyna.Ławniczak,NULL,0
143574,"kaplica przycmentarna",12,2,0,1,0,"##K: og. ##D: kaplica przy cmentarzu, w której odbywa się nabożeństwo przed pochówkiem. <##s> <##nDD>",1,2,Justyna.Ławniczak,NULL,0
143577,"jedna czwarta",20,2,0,1,0,"##K: og. ##D: jedna część z całości podzielonej na cztery części. [##P: Jedna czwarta mieszkańców naszego miasta sprzeciwia się budowaniu kolejnego hotelu.] {##L: https://pl.wikipedia.org/wiki/Jedna_czwarta} <##nDD>",1,1,Marek.Maziarz,NULL,0
143579,"jedna druga",20,2,0,1,0,"##K: og. ##D: ułamek oznaczający połowę całości. [##P: ] {##L: http://pl.wikipedia.org/wiki/Jedna_druga} <##nDD>",1,1,Marek.Maziarz,NULL,0
143583,"jedna trzecia",20,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,1,Marek.Maziarz,NULL,0
143593,"opis bibliograficzny",7,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,2,Justyna.Ławniczak,NULL,0
143597,"instalacja gazowa",3,2,0,1,0,"##K: og. ##D: . [##P: ] {##L: http://pl.wikipedia.org/wiki/Instalacja_gazowa} <##nDD> ",1,2,Justyna.Ławniczak,NULL,0
143601,"pedał gazu",3,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,2,Justyna.Ławniczak,NULL,0
143621,"kreska ułamkowa",7,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,2,Justyna.Ławniczak,NULL,0
143625,"nowy model",3,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD> ",1,2,Justyna.Ławniczak,NULL,0
143630,"wyraz twarzy",9,2,0,1,0,"zewnętrzny objaw wewnętrznych przeżyć, ukazujących się na czyjejś twarzy <##s> <##nDD>
##A1: 0 ##A2: 0",1,1,Marek.Maziarz,NULL,0
143674,"kredka do oczu",3,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,2,Justyna.Ławniczak,NULL,0
143685,"puder brązujący",3,2,0,1,0,"##K: og. ##D: kosmetyk, który rozświetla skórę, jednocześnie sprawiając, że wydaje się mieć ciemniejszy odcień. [##P: Aby uzyskać efekt opalonej skóry, użyłam pudru brązującego.] <##nDD>",1,2,Justyna.Ławniczak,NULL,0
143782,"zadać gwałt naturze",39,1,0,1,0,"brak danych <##nDD> <##VLC: AK>",1,2,Agnieszka.Dziob,NULL,1
144051,"zrobić na odpierdol",34,1,0,1,2,"##K: wulg. ##D: zrobić coś bez przykładania się, tak tylko, żeby było. [##P: Zrobili to na odpierdol, nikt się nie przejmował, co będzie za miesiąc z tą farbą.] <##nDD> <##VLC: DZd>",1,2,Agnieszka.Dziob,,1
144052,"zrobić na odpierdol się",34,1,0,1,2,"##K: wulg. ##D: zrobić coś bez przykładania się, tak tylko, żeby było. [##P: Zrobili to na odpierdol się, nikt się nie przejmował, co będzie za miesiąc z tą farbą.] <##nDD> <##VLC: DZd>",1,2,Agnieszka.Dziob,,1
144053,"robić na odpierdol",34,1,0,1,2,"wulg. <##nDD> <##VLC: DZn>",1,2,Agnieszka.Dziob,,2
144054,"robić na odpierdol się",34,1,0,1,2,"wulg. <##nDD> <##VLC: DZn>",1,2,Agnieszka.Dziob,,2
144055,"robienie ... na odpierdol",2,2,0,1,0,"wulg. <##nDD>",1,2,Agnieszka.Dziob,NULL,0
144056,"robienie ... na odpierdol się",2,2,0,1,0,"wulg. <##nDD>",1,2,Agnieszka.Dziob,NULL,0
144057,"zrobienie na odpierdol",8,2,0,1,0,"##K: wulg. ##D: zrobienie czegoś od niechcenia, byle tylko było, żeby nikt się nie czepiał. [##Ko: zrobienie czegoś na odpierdol] [##P: Zrobienie tego na odpierdol niczego nie rozwiązuje, za rok ktoś będzie i tak musiał znów wylewać asfalt w tym samym miejscu.] <##nDD>",1,2,Agnieszka.Dziob,NULL,0
144058,"zrobienie na odpierdol się",8,2,0,1,0,"##K: wulg. ##D: zrobienie czegoś od niechcenia, byle tylko było, żeby nikt się nie czepiał. [##Ko: zrobienie czegoś na odpierdol] [##P: Zrobienie tego na odpierdol niczego nie rozwiązuje, za rok ktoś będzie i tak musiał znów wylewać asfalt w tym samym miejscu.] <##nDD>",1,2,Agnieszka.Dziob,NULL,0
144086,"spowodować śmierć",28,1,0,1,0,"zabić nieumyślnie (nieintencjonalnie), przyczynić się do czyjejś śmierci <##nDD> <##VLC: WY>",1,2,Agnieszka.Dziob,NULL,1
144087,"nieumyślne spowodowanie śmierci",8,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,2,Agnieszka.Dziob,NULL,0
144089,"powodować śmierć",28,1,0,1,0,"zabijać nieumyślnie (nieintencjonalnie), przyczyniać się do czyjejś śmierci <##nDD> <##VLC: ZD>",1,2,Agnieszka.Dziob,NULL,2
144412,"program nauczania",6,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>",1,2,Marek.Maziarz,NULL,0
144869,"przemysł filmowy",18,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,2,Marta.Dobrowolska,NULL,0
144926,"oferta handlowa",18,2,0,1,0,"##K: og.
##D: propozycja zawarcia transakcji handlowej. <##nDD>",1,2,Marek.Maziarz,NULL,0
145021,"dopasowanie seksualne",26,2,0,1,0,"##K: og.
##D: zgodność potrzeb seksualnych i sposobów ekspresji seksualności pomiędzy partnerami.
<##nDD>",1,2,Marek.Maziarz,NULL,0
145022,"niedopasowanie seksualne",26,2,0,1,0,"brak zgodności potrzeb seksualnych czy sposobów ekspresji seksualności pomiędzy partnerami <##nDD>",1,2,Marek.Maziarz,NULL,0
145023,"niedopasowany seksualnie",42,4,0,1,0,"taki, który nie jest dopasowany seksualnie <##nDD>",1,2,Marek.Maziarz,,0
145049,"proces konsolidacyjny",18,2,0,1,0,"##K: specj.
##D: działania mające na celu wzmocnienie pozycji firmy na rynku poprzez jej integrację z innymi podmiotami obecnymi na rynku. <##nDD>",1,1,Natalia.Podbielska,NULL,0
145059,"proces koncentracji kapitału",18,2,0,1,0,"##K: specj.
##D: zwiększanie wartości finansowej, technologicznej i towarowej spółki poprzez połączenie z inną spółką lub innymi spółkami. <##nDD>",1,1,Natalia.Podbielska,NULL,0
145146,"fuzja konglomeratowa",18,2,0,1,0,"##K: specj.
##D: łączenie się przedsiębiorstw działających w różnych branżach.
<##nDD>",1,1,Natalia.Podbielska,NULL,0
145147,"agent gospodarczy",26,2,0,1,0,"##K: specj. ##D: każda, niezależnie od jej formy organizacyjnej, jednostka ekonomiczna prowadząca działalność gospodarczą. {##L: http://pl.wikipedia.org/wiki/Podmiot_gospodarczy} <##nDD> ",1,1,Natalia.Podbielska,NULL,0
145231,"system korzeniowy",17,2,0,1,0,"##K: specj. {##L: http://pl.wikipedia.org/wiki/System_korzeniowy} <##nDD>",1,2,Marek.Maziarz,NULL,0
145309,"droga rokadowa",12,2,0,1,0,"##K: specj. ##D: . [##P: ] {##L: http://pl.wikipedia.org/wiki/Rokada} <##nDD>",1,1,Aleksandra.Pawlikowska,NULL,0
145445,"wydatki budżetu państwa",20,2,0,1,0,"##K: og.
##D: wydatki z budżetu państwa.
{##L: http://pl.wikipedia.org/wiki/Wydatki_bud%C5%BCetu_pa%C5%84stwa} <##nDD>",1,2,Marek.Maziarz,NULL,0
145511,"umiejscowienie w czasie",25,2,0,1,0,"##K: og.
##D: chwila, w której coś się wydarza; ulokowanie zdarzenia w czasie. <##s> <##nDD>",1,2,Marek.Maziarz,NULL,0
145568,"rzeczowy majątek trwały",18,2,0,1,0,"##K: specj.
##D: środki trwałe - przedmioty stanowiące składniki majątku przedsiębiorstwa, których wartość przekracza określoną w przepisach sumę i których przewidywany czas użytkowania jest dłuższy niż rok, np. maszyny, urządzenia, budynki. <##nDD>",1,1,Natalia.Podbielska,NULL,0
145569,"finansowy majątek trwały",18,2,0,1,0,"ekon. inwestycje o czasie realizacji dłuższym niż rok. <##s> <##nDD>",1,1,Natalia.Podbielska,NULL,0
145571,"należność długoterminowa",18,2,0,1,0,"##K: specj. ##D: w ekonomii - pieniądze należne od kontrahentów w okresie dłuższym niż rok od dnia bilansowego. <##nDD>",1,1,Natalia.Podbielska,NULL,0
145572,"należność krótkoterminowa",18,2,0,1,0,"##K: specj. ##D: w ekonomii pieniądze należne od kontrahentów w okresie krótszym niż rok od dnia bilansowego. <##nDD>",1,1,Natalia.Podbielska,NULL,0
145575,"produkcja w toku",18,2,0,1,0,"ekon. przedmioty, które znajdują się na jakimś niezakończonym etapie produkcji, w przeciwieństwie do półproduktów, które znajdują się w niezakończonym procesie produkcji, ale na którymś z zakończonych etapów produkcji. <##s> <##nDD>",1,1,Natalia.Podbielska,NULL,0
145581,"kolonia mrówek",11,2,0,1,0,"##K:  ##D: . [##P: ] {##L: } <##nDD>",1,2,Marek.Maziarz,NULL,0
