	type	first_word	first_word_lemma	first_word_id	second_word	second_word_lemma	second_word_id	full_mwe	full_mwe_lemma	sentence
3259	ADP+NOUN	w	w	30	stanie	stan	31	w stanie	w stan	"Jak dotąd przez te wszystkie lata nie doczekałem doczekał em się ani partii , ani żadnego polityka , którzy reprezentowaliby reprezentowali by mnie intelektualnie , któremu byłbym był by m w stanie zaufać "" ."
3284	ADP+NOUN	w	w	12	stół	stół	13	w stół	w stół	Wydaje się , że jest radykalny i może zbyt często uderzać pięścią w stół , choć on deklaruje , że tak się nie stanie .
3289	VERB+PRON	spotkał	spotkać	2	się	się	3	spotkał się	spotkać się	Jego pomysł spotkał się z oburzeniem i protestami lekarzy .
3290	ADJ+PRON	ukazujących	ukazywać	5	się	się	6	ukazujących się	ukazywać się	"15 redaktorów 13 więziennych gazetek ukazujących się w zakładach karnych całej Polski rozpoczyna dziś "" Ogólnopolskie Spotkanie Animatorów i Redaktorów Gazet Więziennych Pen-Press Białystok '99 "" ."
3294	ADP+NOUN	do	do	10	głowy	głowa	11	do głowy	do głowa	Ostatnio dużo nad nią rozmyślałem rozmyślał em i przyszedł mi do głowy niebanalny pomysł wprowadzenia do fabuły takiej bohaterki , którą czytelnik znienawidzi od pierwszego akapitu .
3299	ADP+NOUN	przed	przed	4	sądem	sąd	5	przed sądem	przed sąd	Oni również stanęli by przed sądem , który mógł by im wymierzyć karę do dwóch lat więzienia .
3310	VERB+PRON	ma	mieć	2	się	się	3	ma się	mieć się	"Gorzej sprawa ma się ze wspólną listą "" Senat 2001 "" centroprawicy ."
3334	VERB+PRON	Zastanawiano	zastanawiać	0	się	się	1	Zastanawiano się	zastanawiać się	"Zastanawiano się nad wszczęciem postępowania wobec czterech podejrzanych o "" kłamstwo lustracyjne "" ."
3335	VERB+PRON	Zdecydował	zdecydować	0	się	się	1	Zdecydował się	zdecydować się	Zdecydował się wreszcie coś powiedzieć .
3355	ADP+NOUN	do	do	6	dymisji	dymisja	7	do dymisji	do dymisja	Można rozwiązać parlament , podając rząd do dymisji , wierząc , że nie uda się stworzyć w tym Sejmie nowej większości .
3358	VERB+PRON	zastanawiać	zastanawiać	49	się	się	50	zastanawiać się	zastanawiać się	Proszę powiedzieć : Dlaczego i czy to jest przypadek , że właśnie w dniu 7 lutego zadzwonił pan prokurator Stefański z informacją o tej notatce , a pan Bieszyński , bardzo wysokiej rangi funkcjonariusz Urzędu Ochrony Państwa , powiedział o jej treści prokuratorom , którzy mieli w tym dniu zastanawiać się nad zatrzymaniem Modrzejewskiego ?
3371	VERB+PRON	spotkała	spotkać	20	się	się	21	spotkała się	spotkać się	Ponieważ jej pulares był kompletnie rozładowany , zwróciła się do pierwszego z brzegu z żądaniem zakupu płynu , a kiedy spotkała się ze stanowczą odmową , czknęła mu niezdrowo w twarz , żądając tego samego , jednak w podwójnej ilości .
3373	VERB+ADP	są	być	5	w	w	6	są w	być w	Z braku środków sądy nie są w stanie nabyć materiałów biurowych .
3394	VERB+PRON	Chwali	chwalić	0	się	się	1	Chwali się	chwalić się	Chwali się tym , co wie , czego się dowiedział od swojej kochanki , a ja zatykam uszy i wołam : nie mów mi tego , nie mów !
3399	ADP+NOUN	z	z	26	oczu	oko	27	z oczu	z oko	Panował niebywały entuzjazm i z początku nikt nie zaprzątał sobie głowy pytaniem , jak ukarać członków junty - tym bardziej że oni sami woleli zejść ludziom z oczu .
3400	ADP+NOUN	na	na	5	wolność	wolność	6	na wolność	na wolność	Niezatapialny Jeffrey Archer wyszedł właśnie na wolność i musi wymyślić coś nowego : partia go już nie chce .
3424	NOUN+ADJ	ciąg	ciąg	12	dalszy	daleki	13	ciąg dalszy	ciąg daleki	Wywołana przez ŻW sprawa b . stalinowskiej prokurator Heleny Wolińskiej ma swój ciąg dalszy .
3442	VERB+PRON	dało	dać	16	się	się	17	dało się	dać się	Mimo tej ofiarności Roman S . został trwale okaleczony , ze względu na upływ czasu nie dało się języka przyszyć .
3456	ADP+NOUN	w	w	10	powietrze	powietrze	11	w powietrze	w powietrze	W Moskwie zatrzymano wczoraj mężczyznę , który groził wysadzeniem się w powietrze pod siedzibą Federalnej Służby Bezpieczeństwa na Łubiance .
3462	VERB+NOUN	ma	mieć	7	sensu	sens	8	ma sensu	mieć sens	Wiedziałam Wiedziała m , że to nie ma sensu , a jednak wsłuchałam wsłuchała m się w szept drzewa .
3466	VERB+PRON	dawali	dawać	5	się	się	6	dawali się	dawać się	""" Przez dwa stulecia franciszkanie dawali się Żydom mocno we znaki ."
3469	VERB+PRON	chwalą	chwalić	11	się	się	12	chwalą się	chwalić się	- Celowo go nie kasują bądź nie mają , a później chwalą się przed znajomymi ile to razy udało im się uniknąć kary .
3476	VERB+PRON	zdecydowała	zdecydować	15	się	się	16	zdecydowała się	zdecydować się	"Taka oto "" kręta "" edukacja trwała do roku 1958 , kiedy to rodzina Wydrzyckich zdecydowała się na emigrację do Polski ."
3480	VERB+PRON	spotkają	spotkać	25	się	się	26	spotkają się	spotkać się	"W sali konferencyjnej Polskiego Radia , zastępca komendanta głównego policji , Ireneusz Wachowski , obiecał , że jeżeli "" szalikowcy "" dochowają reguł gry , spotkają się z fachową i miłą obsługą - jeżeli tak można powiedzieć - policji na trasach dojazdowych ."
3481	VERB+PRON	mieści	mieścić	3	się	się	4	mieści się	mieścić się	Siedziba hojnej firmy mieści się bowiem gdzieś w Szwajcarii ( nazwy miejscowości nie podano ) , a przesyłkę ostemplowano aż w Indonezji !
3485	ADP+NOUN	w	w	3	grę	gra	4	w grę	w gra	Zamoyski : Kiedy w grę wchodzą interesy , przyjaźnie się kończą .
3488	VERB+PRON	decyduje	decydować	22	się	się	23	decyduje się	decydować się	Dziś , dzięki szerokiej akcji propagandowej ( m.in . prowadzonej przez VIVĘ ) , rozwijającym się ruchom proekologicznym , coraz więcej ludzi decyduje się na odstawienie mięsa i jego przetworów .
3495	NOUN+PRON	niestosowanie	stosować	2	się	się	3	niestosowanie się	stosować się	Umożliwiają one niestosowanie się do niektórych znaków drogowych .
3498	AUX+ADP	będzie	być	7	w	w	8	będzie w	być w	Już wówczas Kukliński wspomniał , że nie będzie w stanie opłacić obowiązującego w Polsce podatku od darowizny .
3506	ADP+NOUN	z	z	5	końcem	koniec	6	z końcem	z koniec	W efekcie ledwo wiąże koniec z końcem i nigdy nie miała na koncie więcej niż parę tysięcy dolarów .
3510	ADP+NOUN	z	z	7	prośbą	prośba	8	z prośbą	z prośba	Pełnomocnik pułkownika zwrócił się do Ministerstwa Finansów z prośbą o załatwienie tej sprawy .
3513	AUX+ADP	będą	być	4	w	w	5	będą w	być w	""" Inteligentne "" systemy będą w stanie je właściwie zinterpretować i błyskawicznie zareagować , by uchronić samolot lub samochód przed katastrofą ."
3516	VERB+PRON	uśmiecha	uśmiechać	4	się	się	5	uśmiecha się	uśmiechać się	- Filtr ! - uśmiecha się .
3522	VERB+PRON	zna	znać	9	się	się	10	zna się	znać się	Kiedyś dyrektorował mleczarni w Łososinie Górnej , na rolnictwie zna się , jak mało kto , wie co chłopu dzisiaj dolega .
3525	VERB+PRON	składa	składać	22	się	się	23	składa się	składać się	Metoda zastosowana przez badaczy polega na tym , że uzyskany w laboratorium embrion dzieli się na cztery części w momencie , gdy składa się z ośmiu komórek .
3548	VERB+ADP	jest	być	3	w	w	4	jest w	być w	"Nic jednak nie jest w stanie przesłonić faktu , że chińsko - rosyjskie strategiczne partnerstwo to raczej "" małżeństwo z rozsądku "" skazanych na sąsiedztwo mocarstw i że za każdym deklarowanym sukcesem kryje się jakieś "" ale "" ."
3563	VERB+PRON	zdecydowało	zdecydować	14	się	się	15	zdecydowało się	zdecydować się	Z 16 zwalnianych pracowników , którzy pozostali w firmie do końca kwietnia , 3 zdecydowało się pójść na kurs motorniczych , a 4 pozostaną w MZK , bo są jedynymi żywicielami rodzin .
3571	VERB+PRON	dały	dać	10	się	się	11	dały się	dać się	Mimo że temperatury nie należały do rekordowych , to jednak dały się we znaki .
3576	VERB+PRON	ukazał	ukazać	4	się	się	5	ukazał się	ukazać się	"Kiedy w 1873 roku ukazał się "" Traktat o elektryczności i magnetyzmie "" Jamesa Clerka Maxwella , Heaviside od razu intuicyjnie wyczuł , że jest to dzieło wielkie , chociaż niewiele mógł zrozumieć z tekstu ."
3589	VERB+PRON	zdecydował	zdecydować	9	się	się	10	zdecydował się	zdecydować się	Jelcyn we wczorajszym orędziu - wbrew oczekiwaniom - nie zdecydował się na rozpędzenie rad , choć znów je skrytykował oświadczając , że poparły by rebelię , gdyby zwyciężyła .
3601	VERB+PRON	mija	mijać	9	się	się	10	mija się	mijać się	Przecież to , co tam zobaczyłam zobaczyła m zupełnie mija się z podstawowymi zasadami higieny .
3606	VERB+PRON	zastanawia	zastanawiać	11	się	się	12	zastanawia się	zastanawiać się	- Może dlatego , że chłopcy wyładowują frustracje na zewnątrz - zastanawia się Małgorzata Wandokanty - Bocheńska .
3608	VERB+PRON	ukazywać	ukazywać	6	się	się	7	ukazywać się	ukazywać się	W 13 kolejnych numerach wszystkich Tygodników ukazywać się będą publikacje promujące i upowszechniające regionalne tradycje związane z przygotowywaniem pożywienia , receptury na produkty i potrawy regionalne , materiały dotyczące wymogów żywności ekologicznej .
3609	VERB+NOUN	miało	mieć	5	sensu	sens	6	miało sensu	mieć sens	Pracownicy tłumaczyli , że nie miało sensu przełączanie systemu na drugi czynny komputer , ponieważ system i tak nie pracował prawidłowo .
3610	VERB+PRON	zdecydowały	zdecydować	19	się	się	20	zdecydowały się	zdecydować się	Niektóre z nich , pamiętając , jak wcześniej nieludzko traktowano je w czasie rozwiązania , dopiero po wprowadzeniu zmian zdecydowały się na drugie dziecko .
3620	VERB+PRON	skarży	skarżyć	6	się	się	7	skarży się	skarżyć się	Prokurator też nic nie wskórał - skarży się Józef Kalinowski , inspektor z terenowej stacji sanitarno - epidemiologicznej .
3624	VERB+PRON	stosować	stosować	9	się	się	10	stosować się	stosować się	W Milanie spełnia rolę ofensywnego pomocnika i musi ściśle stosować się do zaleceń taktycznych trenera Fabio Capello .
3649	VERB+PRON	zdecydował	zdecydować	1	się	się	2	zdecydował się	zdecydować się	Polek zdecydował się oprzeć plecami o ścianę .
3682	VERB+PRON	wypowiadał	wypowiadać	12	się	się	13	wypowiadał się	wypowiadać się	"Kraj nasz nazwał "" cywilizacyjnym zadupiem "" , a o życiu politycznym wypowiadał się wyjątkowo bezpardonowo ."
3690	VERB+PRON	skarżą	skarżyć	5	się	się	6	skarżą się	skarżyć się	Od kilku dni Czytelnicy ŻYCIA skarżą się , że rzemieślnicy i sprzedawcy nie chcą im wystawiać faktur , bo . . . wystawiają je tylko firmom płacącym VAT .
3693	VERB+PRON	trzymano	trzymać	9	się	się	10	trzymano się	trzymać się	Uradziliśmy Uradzili śmy natychmiast depeszować do Brukseli , by trzymano się tego śladu i postarano się dowiedzieć jak najwięcej o owym panu Folkstonie .
3712	VERB+PRON	chwalił	chwalić	2	się	się	3	chwalił się	chwalić się	Ambasador rosyjski chwalił się wobec swego brytyjskiego kolegi , że w ten sposób zaszachował Andrassyego .
3729	ADP+NOUN	do	do	8	dymisji	dymisja	9	do dymisji	do dymisja	Grajewski potwierdził , że jest gotów podać się do dymisji , o ile nie pojawi się szansa na przełamanie pata .
3742	VERB+NOUN	miało	mieć	1	miejsce	miejsce	2	miało miejsce	mieć miejsce	Zdarzenie miało miejsce w minioną sobotę .
3743	ADP+NOUN	po	po	12	głowie	głowa	13	po głowie	po głowa	- Nawet nie próbowała ukrywać , że tylko to jedno chodzi jej po głowie .
3746	VERB+PRON	Ukazuje	ukazywać	0	się	się	1	Ukazuje się	ukazywać się	Ukazuje się pierwszy numer „ Przeglądu Zakopiańskiego ” pod red . Walerego Eljasza - Radzikowskiego .
3758	VERB+PRON	da	dać	2	się	się	3	da się	dać się	- To da się zrobić - powtórzył Lechowski .
3761	VERB+PRON	składa	składać	5	się	się	6	składa się	składać się	W sprawach karnych sąd orzekający składa się z sędziego zawodowego i ławników - pięciu w sprawach o poważne przestępstwa i trzech w pozostałych .
3768	VERB+PRON	Składa	składać	0	się	się	1	Składa się	składać się	Składa się z dziedzińca oraz tarasów z portykami pokrytymi płaskorzeźbami .
3773	NOUN+PRON	wypowiadania	wypowiadać	11	się	się	12	wypowiadania się	wypowiadać się	Na zakończenie powiem , że jestem zaskoczony i bardzo zaniepokojony sposobem wypowiadania się pana posła Manickiego , jego wręcz chełpieniem się tym , jak potrafi blokować pracę parlamentu .
3778	VERB+NOUN	miała	mieć	32	miejsce	miejsce	33	miała miejsce	mieć miejsce	"Stefan Bratkowski myli się pisząc ( "" Gazeta "" nr 183 ) , że sprawa zawieszenia ( zawieszenia , nie zdjęcia ) programu "" Foksal '89 "" dwa i pół roku temu miała miejsce "" po wyborczym zwycięstwie jeszcze przed nastaniem Mariana Terleckiego "" jako prezesa Radiokomitetu ."
3782	ADP+NOUN	na	na	7	nogach	noga	8	na nogach	na noga	"Na starym tankowcu M/s "" Norsel "" na nogach są tylko rosyjscy marynarze i pan Marek , polski kucharz , który znakomicie gotuje ."
3805	VERB+NOUN	ma	mieć	4	wątpliwości	wątpliwość	5	ma wątpliwości	mieć wątpliwość	Ale jego tata nie ma wątpliwości : - Ile osób musi zginąć , by ktoś zadbał o bezpieczeństwo na drogach ? - pyta , patrząc na swojego dzielnego synka .
3823	VERB+PRON	chciało	chcieć	13	się	się	14	chciało się	chcieć się	Lubiłem Lubił em wracać do wioski o zmierzchu , gdy ze zmęczenia nie chciało się już nawet mówić , a milczenie było usprawiedliwioną i zasłużoną chwilą wytchnienia , nie krępowało , nie wymuszało obowiązku podtrzymywania rozmowy .
3843	VERB+PRON	zastanawiając	zastanawiać	12	się	się	13	zastanawiając się	zastanawiać się	Czujna policja uznała , że znajduje się w niej bomba i nie zastanawiając się długo , zamknęła ruch w centrum miasta East London , po czym zdetonowała podejrzany przedmiot .
3852	VERB+PRON	zastanawiając	zastanawiać	4	się	się	5	zastanawiając się	zastanawiać się	Wysiadłem Wysiadł em nie zastanawiając się .
3888	VERB+NOUN	miała	mieć	2	miejsce	miejsce	3	miała miejsce	mieć miejsce	Druga kolizja miała miejsce przy ulicy Wschodniej w Szydłowcu .
3910	ADJ+NOUN	gorącym	gorący	8	uczynku	uczynek	9	gorącym uczynku	gorący uczynek	- Czy policjanci powinni ścigać złodzieja przyłapanego na gorącym uczynku , czy poprzestać na zabezpieczeniu mienia ?
3931	VERB+PRON	składała	składać	8	się	się	9	składała się	składać się	W roku 1989 drobna wytwórczość w gospodarce pozarolniczej składała się niemal wyłącznie z mikropodmiotów .
3943	ADJ+NOUN	dalszego	daleki	6	ciągu	ciąg	7	dalszego ciągu	daleki ciąg	Na pewno nie miało to żadnego dalszego ciągu .
3948	VERB+NOUN	miało	mieć	1	miejsce	miejsce	2	miało miejsce	mieć miejsce	Zdarzenie miało miejsce we wrześniu 1993 r .
3958	VERB+NOUN	masz	mieć	7	wątpliwości	wątpliwość	8	masz wątpliwości	mieć wątpliwość	Nie bój się wezwać policji , jeśli masz wątpliwości !
3991	ADP+NOUN	na	na	4	oku	oko	5	na oku	na oko	Mam ją cały czas na oku .
4032	VERB+PRON	podzielić	podzielić	4	się	się	5	podzielić się	podzielić się	Chciałbym Chciał by m podzielić się kilkoma przemyśleniami z Mikołajem Szymańskim .
249	ADP+NOUN	W	w	0	oczach	oko	1	W oczach	w oko	W oczach tych z naprzeciwka nie było także nienawiści , jeśli już , to fanatyzm ideowy , przeświadczenie , że trzeba dać wyraz swoim poglądom , protestować wobec niesprawiedliwości i bogactwu , a potem poszedł do swojego gabinetu i pracował do późnych godzin popołudniowych , patrząc od czasu do czasu na biwakujących studentów i połyskujące z dala , poza ogrodzeniem i bramą campusu , bagnety .
266	ADP+NOUN	na	na	30	rękę	ręka	31	na rękę	na ręka	- Na dodatek - wtrąciła się pani Roszko - kiedy rano zeszliśmy zeszli śmy na śniadanie , kelnerka , taka młoda siksa , stawiając dzbanek z wodą , chlapnęła mi na rękę .
304	ADP+NOUN	do	do	3	udziału	udział	4	do udziału	do udział	- Zapraszamy wszystkich do udziału w naszej zabawie - mówi Małgorzata Kowalska .
427	ADJ+PRON	ciągnąca	ciągnąć	3	się	się	4	ciągnąca się	ciągnąć się	Zapoczątkowana zostaje , ciągnąca się przez następne stulecia , fatalna tradycja mieszania się Rosji w wewnętrzne sprawy polskie , terroru , skłócania bądź przekupstwa , a przede wszystkim osłabiania państwa polskiego , likwidacji , a przynajmniej ograniczania tych sił społecznych , które mogłyby mogły by przeforsować ratujące to państwo reformy .
556	ADP+NOUN	W	w	0	czasie	czas	1	W czasie	w czas	W czasie obławy policjantom z Pieniężna udało się zatrzymać dwóch kłusowników .
566	ADP+NOUN	w	w	3	gardle	gardło	4	w gardle	w gardło	Pojawia się drapanie w gardle , wysypka , nagły spadek ciśnienia , duszność , trudności w oddychaniu , bóle brzucha .
652	ADP+NOUN	Na	na	0	koniec	koniec	1	Na koniec	na koniec	Na koniec owego wspaniałego dnia zaprosili go , by odwiedził ich w domu .
880	VERB+PRON	Daj	dać	1	się	się	2	Daj się	dać się	– Daj się uwieść .
910	VERB+NOUN	ma	mieć	20	miejsca	miejsce	21	ma miejsca	mieć miejsce	Należy przeanalizować to , kiedy firma zobowiązuje się odsprzedać prawo do pobytu oraz co proponuje w zamian , jeżeli nie ma miejsca w wybranym przez turystę ośrodku .
1090	ADP+NOUN	na	na	16	wolności	wolność	17	na wolności	na wolność	Darek P . widząc , że jego zeznania nie przyniosły żadnego skutku , a Komor chodzi na wolności , sprzedaje majątek i dalej prowadzi swoje lewe interesy , zwrócił się z prośbą o pomoc do dziennikarzy .
1117	VERB+NOUN	spędzając	spędzać	7	sen	sen	8	spędzając sen	spędzać sen	- Czyżby widmo Kwaśniewskiego krążyło nad Polską spędzając sen z oczu prawicy ? - dziwi się pan K .
1118	ADP+NOUN	z	z	9	oczu	oko	10	z oczu	z oko	- Czyżby widmo Kwaśniewskiego krążyło nad Polską spędzając sen z oczu prawicy ? - dziwi się pan K .
1267	ADP+NOUN	na	na	21	oczy	oko	22	na oczy	na oko	Znając tego rodzaju formuły , kabaliści mogli działać ( to znaczy pomagać białą magią lub szkodzić czarną ) , na przykład na oczy , intonując odpowiednim tonem literę Szin , w pierwszy dzień tygodnia , w godzinie panowania Jowisza , pod auspicjami Saturna , któremu w symbolice odpowiada prawe oko .
1395	ADP+NOUN	w	w	7	oczy	oko	8	w oczy	w oko	Na ułamek sekundy znieruchomieli , patrząc sobie w oczy , i w sekundę potem przywarli do siebie .
1579	VERB+PRON	trzymają	trzymać	4	się	się	5	trzymają się	trzymać się	Na tym samym poziomie trzymają się ceny marchwi i buraków - około złotówki za kilogram .
1583	VERB+PRON	Spotkał	spotkać	0	się	się	1	Spotkał się	spotkać się	Spotkał się ze stanowczą odmową .
1585	ADP+NOUN	Na	na	0	koniec	koniec	1	Na koniec	na koniec	Na koniec czerwca br . wynosił bowiem 12,1 proc .
1619	ADP+NOUN	w	w	10	grach	gra	11	w grach	w gra	Trzeba pamiętać , że telefonistki wydzwaniając kolejne impulsy i uczestnicząc w grach audiotele uzyskały dochód w wysokości 45 tysięcy złotych .
1656	VERB+PRON	robi	robić	44	się	się	45	robi się	robić się	"U nas z kolei prace Chełmińskiego przerabia się na Chełmońskiego ( wystarczy zmienić jedną literkę ) , Kazimierza Wygrzywalskiego na Feliksa Wygrzywalskiego , Władysława Szernera jr . na ojca ( wymazując tylko "" jr "" ) , podobnie jak z prac córki Włodzimierza Tetmajera robi się obrazy taty ."
1701	ADP+NOUN	w	w	4	słowach	słowo	5	w słowach	w słowo	Jeśli ja nie przebierając w słowach opowiem , co myślę o panu Niesiołowskim , to mogę wylądować w więzieniu .
1784	VERB+PRON	zdecydował	zdecydować	7	się	się	8	zdecydował się	zdecydować się	Między lutym a majem 1945 r . zdecydował się los żyjącego dotąd na uboczu wojny miasta .
2018	NOUN+ADJ	rzutów	rzut	7	karnych	karny	8	rzutów karnych	rzut karny	- Czy nie było Panu ciężko oglądać rzutów karnych jako rezerwowy ?
2181	VERB+PRON	deklarował	deklarować	2	się	się	3	deklarował się	deklarować się	I choć deklarował się jako niewierzący , to jednak z sympatii do nas wybrał się kiedyś na Mszę świętą , mimo że – jak mówił – nie był w kościele od ponad dziesięciu lat .
2346	ADP+NOUN	na	na	10	ręce	ręka	11	na ręce	na ręka	Andrzej Chronowski , dotychczasowy minister skarbu , złożył wczoraj dymisję na ręce premiera .
2352	VERB+PRON	lała	lać	17	się	się	18	lała się	lać się	Przypominamy : chodzi tu o wydatki ponoszone każdego dnia po to , żeby każdego dnia w Wietnamie lała się krew i ginęli ludzie .
2367	ADP+NOUN	w	w	9	czasie	czas	10	w czasie	w czas	- Teraz będę bez problemu puszczać sygnały do kolegi w czasie lekcji - cieszy się chłopak .
2455	ADP+NOUN	w	w	12	gardłach	gardło	13	w gardłach	w gardło	Gawrony kraczą jak opętane , ochryple , jakby coś rozdzierało im się w gardłach .
2541	VERB+PRON	zebrały	zebrać	2	się	się	3	zebrały się	zebrać się	Gdy dziewczęta zebrały się w sali szkolnej , wyjaśniła krótko : - Zdałyśmy Zdały śmy egzamin na ćwiczeniach .
2583	ADJ+NOUN	dalszym	daleki	20	ciągu	ciąg	21	dalszym ciągu	daleki ciąg	Jej stan prezydent ocenił generalnie jako bardzo dobry , podkreślając m.in . spadek bezrobocia i oznajmił , że Rosja w dalszym ciągu będzie spłacać przedterminowo swe zagraniczne zadłużenie .
2680	ADP+NOUN	w	w	10	oczy	oko	11	w oczy	w oko	- W Paryżu - powiedział tamten , patrząc mu prosto w oczy - najlepsze kasztany są na placu Pigalle .
2685	ADP+NOUN	W	w	0	czasach	czas	1	W czasach	w czas	W czasach Platona , sztuką było też rzemiosło , które spełniało kryterium umiejętnego wytwarzania .
2697	ADP+NOUN	na	na	16	cele	cel	17	na cele	na cel	"Lider Samoobrony zapowiedział , że poda do sądu tygodnik "" Wprost "" , żądając miliona złotych na cele charytatywne ."
2786	ADP+NOUN	z	z	3	ziemi	ziemia	4	z ziemi	z ziemia	Strażnicy podnieśli Ilię z ziemi , odkneblowali usta .
2824	ADP+NOUN	w	w	3	roli	rola	4	w roli	w rola	Debiutująca za oceanem w roli szefa rządu Angela Merkel wykazała dużą pewność siebie .
2834	VERB+PRON	spotkać	spotkać	28	się	się	29	spotkać się	spotkać się	Jak w miarę sprawnie i szybko odwiedzić Szwajcarię Indochin - Bangkok , zajrzeć na targ wodny gdzie za grosze można zakupić mniej , lub bardziej egzotyczne owoce , spotkać się z Czerwonymi Khmerami i spojrzeć w oczy Buddzie z siódmego nieba ?
2835	ADP+NOUN	w	w	35	oczy	oko	36	w oczy	w oko	Jak w miarę sprawnie i szybko odwiedzić Szwajcarię Indochin - Bangkok , zajrzeć na targ wodny gdzie za grosze można zakupić mniej , lub bardziej egzotyczne owoce , spotkać się z Czerwonymi Khmerami i spojrzeć w oczy Buddzie z siódmego nieba ?
2859	ADP+NOUN	na	na	14	stanowisku	stanowisko	15	na stanowisku	na stanowisko	Siemkowicz prostuje : - To było 25 listopada , w piątym dniu mojej pracy na stanowisku komendanta .
3056	ADJ+PRON	składające	składać	9	się	się	10	składające się	składać się	"Niemniej jednak należy pamiętać , że "" wszystkie elementy składające się na środowisko nie istnieją w izolacji i są ze sobą ściśle sprzężone "" ."
3318	ADP+NOUN	w	w	9	oczy	oko	10	w oczy	w oko	Toteż śmiecie , prószące mi stale na głowę i w oczy , jest o wiele mniej dokuczliwe od tego , które sypało się na mnie na barży .
3326	ADP+NOUN	w	w	13	grę	gra	14	w grę	w gra	- W naszej drużynie nie ma gwiazd , potrzebni są ludzie nieprawdopodobnie zaangażowani w grę .
3640	ADP+NOUN	Na	na	0	koniec	koniec	1	Na koniec	na koniec	Na koniec zacieramy ślady .
3690	ADP+NOUN	na	na	21	stanowiskach	stanowisko	22	na stanowiskach	na stanowisko	"Na swoją korzyść Lech Wałęsa interpretował przepis mówiący o tym , iż prezydent na wniosek premiera "" może dokonywać "" zmian na stanowiskach ministrów ; jeśli może , to znaczy , że nie musi ."
3900	ADP+NOUN	w	w	3	oczy	oko	4	w oczy	w oko	- Patrzy Hansowi w oczy i widać , że waży troskliwie podpływające do ust słowa .
4029	ADP+NOUN	w	w	4	czasie	czas	5	w czasie	w czas	NIK podkreśla , że w czasie prywatyzacji AWRSP następowało pogorszenie sytuacji ekonomicznej Polski .
4211	VERB+NOUN	ma	mieć	11	miejsc	miejsce	12	ma miejsc	mieć miejsce	- Próbowałem Próbował em wytłumaczyć tym panom , że już nie ma miejsc na dzisiejszy występ . . . - piszczał pikolak , podnosząc swoją czapkę .
4227	VERB+PRON	spotkać	spotkać	2	się	się	3	spotkać się	spotkać się	Trzeba też spotkać się z fachowcami , uzyskać pozwolenia , odbyć konsultacje .
4378	ADP+NOUN	z	z	4	głowy	głowa	5	z głowy	z głowa	- Jemu ciekła krew z głowy - mówią świadkowie .
4503	VERB+PRON	dał	dać	11	się	się	12	dał się	dać się	Następnie hospitalizował się podając jako powód bóle nerek , ale nie dał się zbadać .
4604	NOUN+NOUN	akt	akt	6	oskarżenia	oskarżenie	7	akt oskarżenia	akt oskarżenie	W tej sprawie krakowska prokuratura przygotowuje akt oskarżenia .
4670	ADP+NOUN	w	w	5	czasie	czas	6	w czasie	w czas	Moje pokolenie , to uformowane w czasie dwudziestoletniej niepodległości , już się wykrusza , lecz także i wiele pojęć się wykrusza : państwo , ojczyzna , poświęcenie dla narodu , nawet wiara , którą politycznymi spekulacjami stoczono , jak czerwie toczą drewno dębu .
4789	ADJ+PRON	dającej	dawać	13	się	się	14	dającej się	dawać się	Futurologowie snują , co prawda , rozważania o możliwości wskrzeszenia człowieka w nie dającej się określić przyszłości , pod warunkiem , że dzięki specjalnej technologii zamrozi się ciało , ale nie może to przesłonić faktu , że w naszym wieku śmierć jakby potaniała i zbanalizowała się .
4943	ADP+NOUN	w	w	23	żyle	żyła	24	w żyle	w żyła	Następnie rozłożyła wysoki statyw , zawiesiła na nim pudełko , przeprowadziła od niego przezroczysty przewód do igły , którą wcześniej automatyczny iniektor umieścił w żyle na przedramieniu Irka .
5011	VERB+PRON	daje	dawać	7	się	się	8	daje się	dawać się	Zwierzę polubiło piwko i bez kufla nie daje się wydoić .
5089	ADP+NOUN	w	w	22	czasie	czas	23	w czasie	w czas	Pojechałem Pojechał em w tej sprawie do Bieruta i tłumaczyłem tłumaczył em , że Moczarski - niezależnie od pracy , którą wykonywał w czasie okupacji - jest przyzwoitym człowiekiem .
5372	ADP+NOUN	w	w	1	czasie	czas	2	w czasie	w czas	Charczew w czasie całej rozmowy mówił po rosyjsku , ale , jak twierdzi Wasiłowski , sprawiał wrażenie , że rozumie język polski .
5638	NOUN+NOUN	do	do	1	odpowiedzialności	odpowiedzialność	2	do odpowiedzialności	do odpowiedzialność	Co do odpowiedzialności politycznej za działalność , to przypomnę jeszcze raz , chociaż pewnie będę musiał jeszcze za moment do tego wrócić , że mówimy o śledztwie , z którego dokumenty i notatki datują się od 25 stycznia 1991 r . do 26 marca 1997 r .
5687	ADP+NOUN	W	w	0	czasie	czas	1	W czasie	w czas	W czasie hartowania zachodzą zarówno szybkie przemiany biochemiczne w komórkach oraz przebudowują się tkanki , co wymaga dłuższego czasu .
5813	VERB+PRON	spotkać	spotkać	8	się	się	9	spotkać się	spotkać się	Choć nie ma oficjalnych odwiedzin , mama może spotkać się z rodziną w korytarzu .
5844	ADP+NOUN	w	w	21	czasie	czas	22	w czasie	w czas	Trzęsienie ziemi w Chinach , Grecji i Włoszech , śnieżyca w Kanadzie , powódź w Australii , zimno w Bangladeszu - w czasie ostatniego weekendu spowodowały kilkadziesiąt ofiar śmiertelnych .
